symbol,structure,detail,lots,net_cost_usd,max_loss_usd,delta,beta_wtd_delta_usd,vega,theta_per_day,expected_monthly_usd
SPY,call credit spread T2,2026-10-16: short 800C / long 810C,6,-851.70,5148.30,-39.49,-30139.86,-131.22,15.43,3.43
